"Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted"
"A11","9","A32","A61","A42",25,"A121",0,"lessthan20",1,1,2,2,0,1,"0",0.454291758804107
"A11","24","A32","A61","A42",24,"A121",0,"20to40",2,1,2,2,0,1,"0",0.570189723165104
"A11","24","A33","A61","A43",48,"A121",1,"20to40",2,1,3,3,0,1,"1",0.397652289376338
"A12","60","A33","A65","A43",27,"A121",0,"morethan40",3,2,3,3,4,1,"0",0.243600067728848
"A11","28","A32","A61","A40",45,"A123",1,"20to40",2,1,2,0,0,3,"1",0.631697776623411
"A12","48","A31","A62","A49",30,"A123",0,"morethan40",3,2,1,9,1,3,"0",0.661401810639408
"A14","12","A34","A61","A42",43,"A121",0,"lessthan20",1,4,4,2,0,1,"0",0.0531159644183744
"A13","24","A32","A61","A42",26,"A121",0,"20to40",2,3,2,2,0,1,"0",0.290072821134109
"A11","36","A32","A61","A43",31,"A123",1,"20to40",2,1,2,3,0,3,"1",0.667412742585532
"A14","24","A32","A63","A43",26,"A123",0,"20to40",2,4,2,3,2,3,"0",0.197645357949187
"A14","12","A34","A65","A43",49,"A121",0,"lessthan20",1,4,4,3,4,1,"0",0.0208497649123158
"A13","24","A34","A64","A49",36,"A121",0,"20to40",2,3,4,9,3,1,"0",0.0765692255102716
"A14","18","A32","A61","A43",26,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.126377704920025
"A11","12","A32","A61","A42",22,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.592794782993609
"A12","6","A33","A62","A49",31,"A123",0,"lessthan20",1,2,3,9,1,3,"0",0.273289420691302
"A14","30","A32","A65","A43",58,"A123",0,"20to40",2,4,2,3,4,3,"0",0.0936091626045724
"A12","6","A32","A61","A43",30,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.421180541479233
"A12","48","A32","A65","A410",40,"A124",0,"morethan40",3,2,2,10,4,4,"0",0.440577481109594
"A11","18","A30","A61","A49",31,"A122",0,"lessthan20",1,1,0,9,0,2,"0",0.657252407807996
"A12","18","A30","A61","A42",33,"A123",0,"lessthan20",1,2,0,2,0,3,"0",0.594167271060662
"A12","12","A32","A61","A43",27,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.310864694283681
"A14","15","A32","A63","A42",20,"A123",0,"lessthan20",1,4,2,2,2,3,"0",0.14648822252641
"A11","6","A32","A61","A40",68,"A124",1,"lessthan20",1,1,2,0,0,4,"1",0.50919950016624
"A13","42","A30","A61","A49",33,"A122",0,"morethan40",3,3,0,9,0,2,"0",0.593499219189375
"A14","6","A32","A61","A43",29,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.121988218671545
"A14","15","A34","A61","A42",28,"A124",0,"lessthan20",1,4,4,2,0,4,"0",0.129982148889797
"A14","24","A32","A65","A40",54,"A122",0,"20to40",2,4,2,0,4,2,"0",0.0798473261990504
"A12","30","A32","A61","A42",22,"A122",0,"20to40",2,2,2,2,0,2,"0",0.498354155100745
"A12","30","A33","A62","A43",30,"A124",1,"20to40",2,2,3,3,1,4,"1",0.452629526466081
"A11","18","A34","A61","A43",32,"A122",0,"lessthan20",1,1,4,3,0,2,"0",0.319128737589248
"A11","24","A32","A61","A43",35,"A121",1,"20to40",2,1,2,3,0,1,"1",0.53100427022318
"A11","48","A32","A61","A41",26,"A122",0,"morethan40",3,1,2,1,0,2,"0",0.726699788440757
"A14","24","A32","A61","A48",27,"A123",0,"20to40",2,4,2,8,0,3,"0",0.263459777740532
"A14","15","A33","A64","A42",30,"A122",0,"lessthan20",1,4,3,2,3,2,"0",0.0606477447451293
"A11","15","A32","A61","A40",36,"A121",0,"lessthan20",1,1,2,0,0,1,"0",0.423008667015147
"A13","12","A32","A65","A43",37,"A123",0,"lessthan20",1,3,2,3,4,3,"0",0.134127464463823
"A11","27","A30","A61","A49",50,"A122",1,"20to40",2,1,0,9,0,2,"1",0.700139163663191
"A14","24","A32","A61","A43",28,"A122",0,"20to40",2,4,2,3,0,2,"0",0.222958385423092
"A11","36","A32","A61","A41",26,"A122",1,"20to40",2,1,2,1,0,2,"1",0.628415818717274
"A11","24","A31","A63","A42",30,"A124",1,"20to40",2,1,1,2,2,4,"1",0.712071632307962
"A13","12","A32","A65","A43",37,"A123",0,"lessthan20",1,3,2,3,4,3,"0",0.134127464463823
"A11","24","A32","A61","A410",58,"A121",0,"20to40",2,1,2,10,0,1,"0",0.435747059114505
"A14","12","A34","A61","A40",61,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0430261502523616
"A14","18","A34","A61","A40",36,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0592108712905779
"A13","24","A32","A62","A43",47,"A124",0,"20to40",2,3,2,3,1,4,"0",0.34759733814879
"A11","20","A34","A61","A40",33,"A122",1,"20to40",2,1,4,0,0,2,"1",0.428650853549415
"A14","15","A32","A64","A40",20,"A123",0,"lessthan20",1,4,2,0,3,3,"0",0.123372432871415
"A14","24","A32","A65","A40",54,"A122",0,"20to40",2,4,2,0,4,2,"0",0.0798473261990504
"A14","24","A34","A62","A43",36,"A121",0,"20to40",2,4,4,3,1,1,"0",0.0715032903923432
"A11","12","A32","A61","A40",33,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.432889399146099
"A11","60","A32","A61","A49",36,"A124",1,"morethan40",3,1,2,9,0,4,"1",0.782158545400765
"A11","12","A34","A61","A40",29,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.279828248584881
"A11","30","A34","A62","A41",24,"A123",0,"20to40",2,1,4,1,1,3,"0",0.465845033209523
"A12","42","A31","A61","A41",55,"A124",0,"morethan40",3,2,1,1,0,4,"0",0.710011646967913
"A14","15","A33","A61","A43",33,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.0837785300099077
"A11","12","A31","A61","A43",29,"A124",1,"lessthan20",1,1,1,3,0,4,"1",0.709855965800763
"A12","24","A33","A62","A43",23,"A122",0,"20to40",2,2,3,3,1,2,"0",0.351059325185135
"A11","6","A34","A64","A40",39,"A121",0,"lessthan20",1,1,4,0,3,1,"0",0.149572959854461
"A14","12","A32","A65","A41",20,"A123",0,"lessthan20",1,4,2,1,4,3,"0",0.100589297572497
"A12","15","A34","A65","A43",50,"A121",0,"lessthan20",1,2,4,3,4,1,"0",0.0622660901923499
"A11","18","A32","A61","A42",33,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.556639641896584
"A14","12","A34","A63","A42",37,"A123",0,"lessthan20",1,4,4,2,2,3,"0",0.0617922528311424
"A14","12","A32","A65","A40",50,"A123",0,"lessthan20",1,4,2,0,4,3,"0",0.0701840346439837
"A12","12","A32","A61","A43",22,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.447618973134124
"A12","15","A33","A64","A45",61,"A122",1,"lessthan20",1,2,3,5,3,2,"1",0.115291040359433
"A11","12","A34","A61","A40",30,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.331920609330994
"A12","12","A32","A65","A43",52,"A124",1,"lessthan20",1,2,2,3,4,4,"1",0.225808969954371
"A12","42","A34","A61","A49",41,"A121",0,"morethan40",3,2,4,9,0,1,"0",0.295008233311994
"A14","12","A34","A65","A43",38,"A121",0,"lessthan20",1,4,4,3,4,1,"0",0.0240953361896996
"A11","21","A31","A65","A40",40,"A122",1,"20to40",2,1,1,0,4,2,"1",0.458740344530546
"A14","6","A32","A65","A48",36,"A122",0,"lessthan20",1,4,2,8,4,2,"0",0.0607457826725428
"A12","12","A32","A61","A43",49,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.25122839940796
"A14","18","A32","A61","A49",34,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.170058704454626
"A11","12","A31","A61","A40",46,"A123",1,"lessthan20",1,1,1,0,0,3,"1",0.607798162891608
"A14","24","A32","A61","A43",28,"A123",0,"20to40",2,4,2,3,0,3,"0",0.271059828593029
"A12","24","A34","A61","A46",24,"A124",0,"20to40",2,2,4,6,0,4,"0",0.429020440798741
"A11","18","A32","A61","A42",42,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.526586823037541
"A12","36","A34","A61","A41",34,"A123",0,"20to40",2,2,4,1,0,3,"0",0.34810440706432
"A14","24","A34","A61","A43",46,"A121",0,"20to40",2,4,4,3,0,1,"0",0.0773436262577291
"A14","9","A32","A61","A43",32,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.117730646991041
"A14","24","A33","A61","A40",47,"A123",1,"20to40",2,4,3,0,0,3,"1",0.171071649547298
"A11","30","A34","A61","A41",38,"A124",0,"20to40",2,1,4,1,0,4,"0",0.538282856040006
"A12","18","A32","A61","A41",21,"A123",0,"lessthan20",1,2,2,1,0,3,"0",0.456129238371315
"A14","21","A33","A61","A41",28,"A121",0,"20to40",2,4,3,1,0,1,"0",0.13570995378009
"A11","12","A32","A62","A44",22,"A122",1,"lessthan20",1,1,2,4,1,2,"1",0.469040138420368
"A11","48","A34","A61","A41",58,"A124",1,"morethan40",3,1,4,1,0,4,"1",0.583428635362702
"A14","4","A32","A61","A42",23,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.132095389083174
"A14","21","A33","A62","A42",34,"A121",0,"20to40",2,4,3,2,1,1,"0",0.103221396370451
"A12","36","A31","A65","A44",29,"A124",0,"20to40",2,2,1,4,4,4,"0",0.471009692586797
"A12","48","A31","A65","A40",36,"A124",0,"morethan40",3,2,1,0,4,4,"0",0.57054069496646
"A14","30","A34","A61","A43",33,"A123",0,"20to40",2,4,4,3,0,3,"0",0.143615335194913
"A12","15","A32","A61","A43",37,"A123",1,"lessthan20",1,2,2,3,0,3,"1",0.398406725151651
"A14","24","A33","A61","A41",35,"A123",0,"20to40",2,4,3,1,0,3,"0",0.193558071794165
"A12","12","A32","A65","A43",52,"A124",1,"lessthan20",1,2,2,3,4,4,"1",0.225808969954371
"A14","24","A32","A63","A43",35,"A123",1,"20to40",2,4,2,3,2,3,"1",0.179143096504954
"A12","24","A33","A62","A49",36,"A123",0,"20to40",2,2,3,9,1,3,"0",0.356003712643889
"A14","7","A33","A65","A43",36,"A124",0,"lessthan20",1,4,3,3,4,4,"0",0.0736355977354302
"A12","20","A32","A65","A41",60,"A121",0,"20to40",2,2,2,1,4,1,"0",0.161906509208168
"A11","24","A31","A61","A42",55,"A122",1,"20to40",2,1,1,2,0,2,"1",0.619949045309801
"A14","24","A32","A61","A43",28,"A122",0,"20to40",2,4,2,3,0,2,"0",0.222958385423092
"A14","36","A34","A61","A43",31,"A123",0,"20to40",2,4,4,3,0,3,"0",0.146956630426083
"A11","24","A31","A63","A42",30,"A124",1,"20to40",2,1,1,2,2,4,"1",0.712071632307962
"A12","20","A33","A65","A41",36,"A122",0,"20to40",2,2,3,1,4,2,"0",0.193647249313488
"A11","27","A30","A61","A49",50,"A122",1,"20to40",2,1,0,9,0,2,"1",0.700139163663191
"A12","24","A33","A62","A43",23,"A122",0,"20to40",2,2,3,3,1,2,"0",0.351059325185135
"A11","15","A32","A61","A40",29,"A122",1,"lessthan20",1,1,2,0,0,2,"1",0.510748656587622
"A12","36","A32","A61","A41",35,"A123",0,"20to40",2,2,2,1,0,3,"0",0.52204124684567
"A12","12","A32","A61","A43",23,"A121",1,"lessthan20",1,2,2,3,0,1,"1",0.322509438251948
"A12","60","A31","A62","A410",60,"A124",1,"morethan40",3,2,1,10,1,4,"1",0.625913725332524
"A14","12","A34","A65","A46",61,"A123",0,"lessthan20",1,4,4,6,4,3,"0",0.0286470846169996
"A11","12","A32","A61","A43",40,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.402367452601829
"A12","14","A32","A63","A49",35,"A121",0,"lessthan20",1,2,2,9,2,1,"0",0.196997926254988
"A14","48","A32","A65","A43",37,"A123",0,"morethan40",3,4,2,3,4,3,"0",0.177221170384227
"A14","9","A32","A61","A49",27,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.183766862995166
"A11","12","A31","A61","A48",45,"A123",0,"lessthan20",1,1,1,8,0,3,"0",0.590950502110984
"A11","24","A32","A65","A41",26,"A121",0,"20to40",2,1,2,1,4,1,"0",0.351763776232765
"A12","12","A32","A61","A40",30,"A122",0,"lessthan20",1,2,2,0,0,2,"0",0.366833215628878
"A11","12","A34","A61","A40",29,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.279828248584881
"A14","12","A34","A61","A43",63,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.0406898621545058
"A11","9","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339
"A11","48","A32","A61","A40",42,"A124",1,"morethan40",3,1,2,0,0,4,"1",0.784425039668636
"A12","15","A32","A61","A43",37,"A123",1,"lessthan20",1,2,2,3,0,3,"1",0.398406725151651
"A11","18","A32","A61","A43",27,"A123",0,"lessthan20",1,1,2,3,0,3,"0",0.573906363846552
"A12","45","A32","A62","A43",21,"A122",1,"morethan40",3,2,2,3,1,2,"1",0.557141104072517
"A14","21","A30","A65","A40",29,"A122",1,"20to40",2,4,0,0,4,2,"1",0.201167916819851
"A14","6","A34","A61","A43",28,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.102401057279329
"A14","21","A32","A64","A49",36,"A121",0,"20to40",2,4,2,9,3,1,"0",0.0881676547181758
"A14","24","A34","A61","A45",44,"A124",0,"20to40",2,4,4,5,0,4,"0",0.155089748790519
"A14","30","A34","A61","A43",25,"A123",0,"20to40",2,4,4,3,0,3,"0",0.15736739378302
"A14","30","A34","A65","A43",40,"A123",0,"20to40",2,4,4,3,4,3,"0",0.0596798675648509
"A11","15","A30","A61","A40",33,"A123",1,"lessthan20",1,1,0,0,0,3,"1",0.726611791152464
"A11","6","A32","A61","A42",36,"A121",0,"lessthan20",1,1,2,2,0,1,"0",0.417914455490111
"A12","18","A34","A61","A40",30,"A121",1,"lessthan20",1,2,4,0,0,1,"1",0.177388536974535
"A11","12","A32","A62","A44",22,"A122",1,"lessthan20",1,1,2,4,1,2,"1",0.469040138420368
"A14","18","A34","A64","A43",46,"A121",0,"lessthan20",1,4,4,3,3,1,"0",0.0268672195290983
"A14","24","A34","A64","A43",43,"A121",0,"20to40",2,4,4,3,3,1,"0",0.0432421271887391
"A11","48","A32","A61","A43",31,"A123",1,"morethan40",3,1,2,3,0,3,"1",0.759332298466383
"A11","48","A32","A61","A40",42,"A124",1,"morethan40",3,1,2,0,0,4,"1",0.784425039668636
"A12","18","A34","A61","A42",31,"A121",1,"lessthan20",1,2,4,2,0,1,"1",0.172430078501662
"A12","18","A33","A65","A49",42,"A122",0,"lessthan20",1,2,3,9,4,2,"0",0.114726219449922
"A11","12","A34","A61","A41",54,"A121",0,"lessthan20",1,1,4,1,0,1,"0",0.215494045959222
"A14","21","A32","A65","A43",41,"A122",0,"20to40",2,4,2,3,4,2,"0",0.091050255368445
"A11","24","A31","A61","A49",31,"A122",1,"20to40",2,1,1,9,0,2,"1",0.676790406930031
"A11","48","A34","A61","A41",58,"A124",1,"morethan40",3,1,4,1,0,4,"1",0.583428635362702
"A11","12","A32","A61","A43",24,"A122",0,"lessthan20",1,1,2,3,0,2,"0",0.519718006576734
"A14","12","A34","A61","A46",49,"A121",0,"lessthan20",1,4,4,6,0,1,"0",0.0472798837868118
"A11","12","A32","A61","A40",24,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.462822592868168
"A14","6","A31","A65","A40",26,"A121",0,"lessthan20",1,4,1,0,4,1,"0",0.0820397609925094
"A11","36","A32","A65","A41",47,"A124",1,"20to40",2,1,2,1,4,4,"1",0.471016836534598
"A14","36","A32","A63","A43",39,"A123",0,"20to40",2,4,2,3,2,3,"0",0.171365487445604
"A12","9","A32","A65","A42",24,"A123",0,"lessthan20",1,2,2,2,4,3,"0",0.248950724173677
"A12","60","A33","A65","A43",27,"A124",0,"morethan40",3,2,3,3,4,4,"0",0.412104460438381
"A12","18","A34","A61","A42",41,"A124",0,"lessthan20",1,2,4,2,0,4,"0",0.283884617507883
"A14","6","A34","A65","A43",36,"A124",0,"lessthan20",1,4,4,3,4,4,"0",0.0523185092852793
"A11","10","A34","A65","A42",27,"A121",0,"lessthan20",1,1,4,2,4,1,"0",0.139821087555943
"A14","24","A32","A63","A43",35,"A123",1,"20to40",2,4,2,3,2,3,"1",0.179143096504954
"A14","36","A33","A61","A49",28,"A123",1,"20to40",2,4,3,9,0,3,"1",0.195210939974822
"A14","24","A34","A62","A49",27,"A122",0,"20to40",2,4,4,9,1,2,"0",0.0956779691843927
"A11","24","A32","A61","A42",24,"A122",0,"20to40",2,1,2,2,0,2,"0",0.632250094101507
"A12","24","A33","A65","A40",42,"A123",0,"20to40",2,2,3,0,4,3,"0",0.224871729369773
"A11","12","A30","A61","A45",28,"A121",1,"lessthan20",1,1,0,5,0,1,"1",0.616328131396181
"A14","9","A32","A62","A42",22,"A122",0,"lessthan20",1,4,2,2,1,2,"0",0.138332055114573
"A14","24","A31","A61","A49",50,"A123",0,"20to40",2,4,1,9,0,3,"0",0.272211165767119
"A11","18","A32","A61","A43",25,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.451701598434235
"A12","24","A34","A61","A46",24,"A124",0,"20to40",2,2,4,6,0,4,"0",0.429020440798741
"A11","60","A32","A61","A49",36,"A124",1,"morethan40",3,1,2,9,0,4,"1",0.782158545400765
"A12","12","A33","A61","A43",20,"A121",0,"lessthan20",1,2,3,3,0,1,"0",0.256082617055995
"A12","36","A33","A62","A40",42,"A123",1,"20to40",2,2,3,0,1,3,"1",0.359070799684633
"A11","12","A34","A61","A40",43,"A122",1,"lessthan20",1,1,4,0,0,2,"1",0.294336390739651
"A13","24","A34","A65","A40",37,"A121",1,"20to40",2,3,4,0,4,1,"1",0.0673175567719767
"A12","12","A32","A61","A40",32,"A123",0,"lessthan20",1,2,2,0,0,3,"0",0.422265968644111
"A11","24","A34","A62","A49",26,"A121",0,"20to40",2,1,4,9,1,1,"0",0.317371240308759
"A12","12","A34","A61","A41",34,"A123",0,"lessthan20",1,2,4,1,0,3,"0",0.253525339056813
"A12","12","A34","A61","A40",47,"A121",0,"lessthan20",1,2,4,0,0,1,"0",0.146432213251881
"A12","21","A34","A64","A42",32,"A123",0,"20to40",2,2,4,2,3,3,"0",0.219424093121542
"A13","12","A31","A64","A43",42,"A121",0,"lessthan20",1,3,1,3,3,1,"0",0.133908266876659
"A11","8","A34","A61","A40",47,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.233708383577164
"A12","48","A30","A62","A49",34,"A124",1,"morethan40",3,2,0,9,1,4,"1",0.775479855423863
"A11","9","A34","A62","A45",48,"A121",0,"lessthan20",1,1,4,5,1,1,"0",0.186551636453737
"A12","12","A32","A61","A43",23,"A121",1,"lessthan20",1,2,2,3,0,1,"1",0.322509438251948
"A14","27","A34","A64","A42",32,"A121",0,"20to40",2,4,4,2,3,1,"0",0.0502930623750217
"A13","12","A32","A65","A43",37,"A123",0,"lessthan20",1,3,2,3,4,3,"0",0.134127464463823
"A12","36","A32","A65","A40",37,"A124",1,"20to40",2,2,2,0,4,4,"1",0.366690346914328
"A14","48","A34","A63","A40",44,"A124",1,"morethan40",3,4,4,0,2,4,"1",0.163943007518405
"A11","12","A32","A61","A42",20,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.599273593205888
"A12","36","A33","A62","A40",30,"A124",0,"20to40",2,2,3,0,1,4,"0",0.460409859227477
"A11","36","A32","A61","A41",42,"A124",0,"20to40",2,1,2,1,0,4,"0",0.696074342338697
"A13","15","A34","A65","A43",39,"A124",1,"lessthan20",1,3,4,3,4,4,"1",0.086143654653945
"A11","14","A32","A61","A40",22,"A124",0,"lessthan20",1,1,2,0,0,4,"0",0.658292387255499
"A11","24","A31","A63","A42",22,"A121",0,"20to40",2,1,1,2,2,1,"0",0.558562504950945
"A14","24","A33","A65","A49",32,"A121",0,"20to40",2,4,3,9,4,1,"0",0.0538451058714525
"A14","24","A32","A61","A43",26,"A122",0,"20to40",2,4,2,3,0,2,"0",0.22765492638465
"A14","6","A32","A63","A42",32,"A123",0,"lessthan20",1,4,2,2,2,3,"0",0.127431267078848
"A14","12","A32","A65","A43",37,"A124",0,"lessthan20",1,4,2,3,4,4,"0",0.101463871386409
"A11","15","A32","A61","A40",29,"A122",1,"lessthan20",1,1,2,0,0,2,"1",0.510748656587622
"A11","21","A34","A61","A40",30,"A123",0,"20to40",2,1,4,0,0,3,"0",0.503065313244081
"A12","12","A32","A65","A43",25,"A121",1,"lessthan20",1,2,2,3,4,1,"1",0.161564009436147
"A12","15","A34","A63","A49",27,"A123",0,"lessthan20",1,2,4,9,2,3,"0",0.181224146851303
"A12","24","A33","A61","A42",34,"A122",1,"20to40",2,2,3,2,0,2,"1",0.369919417137217
"A11","6","A34","A61","A40",37,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.258659591537774
"A14","18","A32","A61","A45",23,"A121",1,"lessthan20",1,4,2,5,0,1,"1",0.128541477902
"A14","18","A33","A61","A49",28,"A123",1,"lessthan20",1,4,3,9,0,3,"1",0.133655687090398
"A14","18","A34","A63","A43",32,"A122",0,"lessthan20",1,4,4,3,2,2,"0",0.0510460409159777
"A12","54","A30","A61","A49",58,"A124",1,"morethan40",3,2,0,9,0,4,"1",0.756941336564883
"A14","12","A32","A61","A49",26,"A121",0,"lessthan20",1,4,2,9,0,1,"0",0.119613922141664
"A14","18","A32","A65","A43",21,"A121",0,"lessthan20",1,4,2,3,4,1,"0",0.0604509632027275
"A11","15","A32","A61","A49",22,"A122",0,"lessthan20",1,1,2,9,0,2,"0",0.510774089772476
"A12","18","A32","A64","A49",36,"A121",0,"lessthan20",1,2,2,9,3,1,"0",0.162739487676744
"A11","21","A31","A65","A40",40,"A122",1,"20to40",2,1,1,0,4,2,"1",0.458740344530546
"A14","18","A32","A65","A43",21,"A121",0,"lessthan20",1,4,2,3,4,1,"0",0.0604509632027275
"A12","48","A32","A61","A43",22,"A121",0,"morethan40",3,2,2,3,0,1,"0",0.543942047275368
"A14","33","A34","A61","A41",35,"A123",0,"20to40",2,4,4,1,0,3,"0",0.142878697007097
"A14","15","A33","A61","A43",33,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.0837785300099077
"A13","12","A32","A61","A40",26,"A121",0,"lessthan20",1,3,2,0,0,1,"0",0.209715649551541
"A14","24","A33","A63","A49",44,"A123",0,"20to40",2,4,3,9,2,3,"0",0.111997424014188
"A14","12","A31","A63","A48",35,"A121",0,"lessthan20",1,4,1,8,2,1,"0",0.101476169834434
"A12","36","A34","A61","A41",34,"A123",0,"20to40",2,2,4,1,0,3,"0",0.34810440706432
"A13","12","A32","A65","A42",55,"A121",0,"lessthan20",1,3,2,2,4,1,"0",0.0681676749806617
"A11","9","A32","A61","A43",22,"A122",1,"lessthan20",1,1,2,3,0,2,"1",0.526430660599961
"A11","48","A32","A61","A40",42,"A124",1,"morethan40",3,1,2,0,0,4,"1",0.784425039668636
"A14","18","A34","A61","A42",35,"A123",0,"lessthan20",1,4,4,2,0,3,"0",0.0949575040440738
"A14","18","A34","A65","A43",29,"A122",0,"lessthan20",1,4,4,3,4,2,"0",0.0348576681213281
"A13","30","A33","A61","A49",66,"A121",1,"20to40",2,3,3,9,0,1,"1",0.133437914747915
"A11","21","A32","A61","A43",25,"A121",1,"20to40",2,1,2,3,0,1,"1",0.564321134381337
"A11","18","A34","A61","A40",36,"A124",0,"lessthan20",1,1,4,0,0,4,"0",0.434940240916824
"A11","13","A34","A61","A49",28,"A122",0,"lessthan20",1,1,4,9,0,2,"0",0.317197672190283
"A13","24","A32","A61","A43",25,"A123",0,"20to40",2,3,2,3,0,3,"0",0.407691722194494
"A11","24","A31","A63","A42",30,"A124",1,"20to40",2,1,1,2,2,4,"1",0.712071632307962
"A14","36","A32","A61","A41",32,"A124",0,"20to40",2,4,2,1,0,4,"0",0.31801567541949
"A13","12","A32","A61","A42",46,"A123",0,"lessthan20",1,3,2,2,0,3,"0",0.25009300993436
"A14","18","A32","A61","A49",34,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.170058704454626
"A14","18","A30","A61","A49",36,"A123",1,"lessthan20",1,4,0,9,0,3,"1",0.292543801422693
"A14","48","A34","A65","A41",35,"A124",0,"morethan40",3,4,4,1,4,4,"0",0.123762135482652
"A11","24","A33","A61","A40",53,"A124",1,"20to40",2,1,3,0,0,4,"1",0.580932221971741
"A11","9","A34","A61","A43",25,"A121",0,"lessthan20",1,1,4,3,0,1,"0",0.284376286598811
"A13","12","A31","A64","A43",42,"A121",0,"lessthan20",1,3,1,3,3,1,"0",0.133908266876659
"A11","24","A33","A61","A43",48,"A121",1,"20to40",2,1,3,3,0,1,"1",0.397652289376338
"A14","24","A34","A64","A40",60,"A121",0,"20to40",2,4,4,0,3,1,"0",0.0357742581992804
"A12","9","A32","A61","A43",27,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.431050472870803
"A11","12","A34","A61","A40",43,"A122",1,"lessthan20",1,1,4,0,0,2,"1",0.294336390739651
"A11","30","A32","A61","A41",40,"A122",0,"20to40",2,1,2,1,0,2,"0",0.583478209862268
"A14","12","A32","A63","A40",26,"A122",1,"lessthan20",1,4,2,0,2,2,"1",0.110908966391175
"A11","18","A32","A61","A43",25,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.451701598434235
"A11","48","A32","A61","A41",26,"A122",0,"morethan40",3,1,2,1,0,2,"0",0.726699788440757
"A14","24","A32","A61","A41",29,"A124",0,"20to40",2,4,2,1,0,4,"0",0.326833132496486
"A14","30","A34","A61","A43",38,"A123",0,"20to40",2,4,4,3,0,3,"0",0.135538383182346
"A11","24","A31","A61","A43",24,"A123",1,"20to40",2,1,1,3,0,3,"1",0.760462114884034
"A11","21","A32","A64","A43",29,"A123",0,"20to40",2,1,2,3,3,3,"0",0.516323140691959
"A14","20","A34","A65","A40",44,"A121",0,"20to40",2,4,4,0,4,1,"0",0.0356331108533412
"A12","36","A32","A62","A42",29,"A124",1,"20to40",2,2,2,2,1,4,"1",0.54943409336389
"A14","20","A34","A65","A40",44,"A121",0,"20to40",2,4,4,0,4,1,"0",0.0356331108533412
"A12","27","A30","A61","A49",42,"A124",1,"20to40",2,2,0,9,0,4,"1",0.710689194516125
"A12","18","A33","A61","A45",44,"A121",0,"lessthan20",1,2,3,5,0,1,"0",0.196196848730905
"A13","12","A32","A65","A42",55,"A121",0,"lessthan20",1,3,2,2,4,1,"0",0.0681676749806617
"A14","60","A32","A65","A40",34,"A124",0,"morethan40",3,4,2,0,4,4,"0",0.230709266871528
"A12","6","A33","A61","A42",35,"A122",0,"lessthan20",1,2,3,2,0,2,"0",0.269230021122914
"A11","6","A34","A65","A43",67,"A121",0,"lessthan20",1,1,4,3,4,1,"0",0.085849740174284
"A14","18","A32","A61","A43",32,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.183084975086908
"A14","12","A34","A61","A49",27,"A121",0,"lessthan20",1,4,4,9,0,1,"0",0.060733503500066
"A14","21","A32","A65","A41",26,"A123",0,"20to40",2,4,2,1,4,3,"0",0.139565560943772
"A14","18","A34","A62","A46",30,"A121",1,"lessthan20",1,4,4,6,1,1,"1",0.0489404027789307
"A11","36","A32","A61","A41",42,"A124",0,"20to40",2,1,2,1,0,4,"0",0.696074342338697
"A14","48","A32","A61","A49",33,"A123",1,"morethan40",3,4,2,9,0,3,"1",0.339230503365154
"A14","10","A34","A65","A42",26,"A123",0,"lessthan20",1,4,4,2,4,3,"0",0.0469345174083093
