"","Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted","deciles"
"751","A11","24","A32","A61","A41",34,"A124",0,"20to40",2,1,2,1,0,4,"0",0.718353017712864,1
"752","A14","18","A34","A61","A42",35,"A123",0,"lessthan20",1,4,4,2,0,3,"0",0.0949575040440738,9
"753","A12","12","A32","A63","A43",26,"A123",0,"lessthan20",1,2,2,3,2,3,"0",0.331181754125288,4
"754","A14","6","A33","A61","A43",24,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.0935538974086344,9
"755","A11","12","A34","A61","A40",30,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.331920609330994,4
"756","A14","10","A32","A65","A40",45,"A122",0,"lessthan20",1,4,2,0,4,2,"0",0.0586431417390413,10
"757","A14","30","A32","A63","A43",30,"A123",0,"20to40",2,4,2,3,2,3,"0",0.189249660632454,7
"758","A14","10","A34","A65","A42",26,"A123",0,"lessthan20",1,4,4,2,4,3,"0",0.0469345174083093,10
"759","A12","30","A34","A61","A42",49,"A122",1,"20to40",2,2,4,2,0,2,"1",0.24994527954265,5
"760","A12","39","A33","A62","A46",32,"A124",0,"20to40",2,2,3,6,1,4,"0",0.438237209217703,3
"761","A12","48","A31","A61","A49",59,"A124",1,"morethan40",3,2,1,9,0,4,"1",0.680919271859996,1
"762","A14","28","A31","A65","A41",40,"A121",0,"20to40",2,4,1,1,4,1,"0",0.103285042053452,9
"763","A14","24","A32","A65","A40",54,"A122",0,"20to40",2,4,2,0,4,2,"0",0.0798473261990504,9
"764","A11","42","A34","A61","A45",65,"A123",0,"morethan40",3,1,4,5,0,3,"0",0.485408232943217,3
"765","A11","24","A32","A61","A49",21,"A123",0,"20to40",2,1,2,9,0,3,"0",0.683159486526027,1
"766","A14","24","A34","A64","A43",34,"A123",0,"20to40",2,4,4,3,3,3,"0",0.0789183919514132,9
"767","A12","8","A32","A61","A43",44,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.264093339994666,5
"768","A13","10","A34","A61","A40",63,"A124",0,"lessthan20",1,3,4,0,0,4,"0",0.144830867028296,7
"769","A11","24","A32","A61","A43",32,"A122",1,"20to40",2,1,2,3,0,2,"1",0.604391138143452,2
"770","A14","24","A34","A64","A43",43,"A121",0,"20to40",2,4,4,3,3,1,"0",0.0432421271887391,10
"771","A14","15","A32","A65","A40",29,"A124",0,"lessthan20",1,4,2,0,4,4,"0",0.114855948516332,8
"772","A12","10","A31","A61","A43",23,"A121",0,"lessthan20",1,2,1,3,0,1,"0",0.406673526564026,4
"773","A14","24","A32","A63","A42",53,"A122",0,"20to40",2,4,2,2,2,2,"0",0.1178299354558,8
"774","A12","6","A32","A65","A40",23,"A122",1,"lessthan20",1,2,2,0,4,2,"1",0.209306172126715,6
"775","A14","24","A32","A65","A43",25,"A123",0,"20to40",2,4,2,3,4,3,"0",0.138673083558862,8
"776","A12","6","A32","A65","A43",38,"A122",0,"lessthan20",1,2,2,3,4,2,"0",0.173319108019746,7
"777","A11","48","A32","A61","A46",50,"A124",0,"morethan40",3,1,2,6,0,4,"0",0.754228058944334,1
"778","A14","9","A32","A62","A43",35,"A123",0,"lessthan20",1,4,2,3,1,3,"0",0.147378262042472,7
"779","A12","24","A32","A61","A42",43,"A123",1,"20to40",2,2,2,2,0,3,"1",0.492534504877363,3
"780","A11","18","A32","A61","A42",42,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.526586823037541,2
"781","A14","15","A32","A61","A43",54,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.142879570147841,7
"782","A14","4","A32","A61","A42",23,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.132095389083174,8
"783","A14","18","A31","A61","A40",39,"A124",1,"lessthan20",1,4,1,0,0,4,"1",0.281988579118768,5
"784","A14","21","A33","A62","A42",34,"A121",0,"20to40",2,4,3,2,1,1,"0",0.103221396370451,9
"785","A14","12","A33","A64","A45",55,"A124",1,"lessthan20",1,4,3,5,3,4,"1",0.069829716821761,9
"786","A13","6","A32","A61","A42",41,"A121",0,"lessthan20",1,3,2,2,0,1,"0",0.175178894353164,7
"787","A12","12","A32","A65","A43",25,"A121",1,"lessthan20",1,2,2,3,4,1,"1",0.161564009436147,7
"788","A14","24","A32","A62","A41",23,"A123",0,"20to40",2,4,2,1,1,3,"0",0.245929398256993,6
"789","A14","24","A32","A61","A40",31,"A121",0,"20to40",2,4,2,0,0,1,"0",0.179937821785999,7
"790","A11","18","A32","A61","A44",47,"A121",1,"lessthan20",1,1,2,4,0,1,"1",0.377483667606136,4
"791","A11","36","A34","A61","A46",25,"A124",1,"20to40",2,1,4,6,0,4,"1",0.568582630315585,2
"792","A11","12","A34","A61","A43",58,"A121",0,"lessthan20",1,1,4,3,0,1,"0",0.203130284845273,6
"793","A11","24","A32","A61","A49",21,"A123",0,"20to40",2,1,2,9,0,3,"0",0.683159486526027,1
"794","A14","24","A32","A61","A42",25,"A122",0,"20to40",2,4,2,2,0,2,"0",0.231885832582568,6
"795","A14","21","A32","A65","A41",46,"A121",0,"20to40",2,4,2,1,4,1,"0",0.0687212861258794,9
"796","A14","12","A34","A64","A42",35,"A122",0,"lessthan20",1,4,4,2,3,2,"0",0.0402366655916309,10
"797","A14","15","A32","A62","A46",40,"A122",1,"lessthan20",1,4,2,6,1,2,"1",0.107820442980364,8
"798","A14","12","A32","A61","A43",31,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.185105831612093,7
"799","A12","12","A34","A63","A40",36,"A123",0,"lessthan20",1,2,4,0,2,3,"0",0.177250786744289,7
"800","A11","36","A34","A61","A42",23,"A124",1,"20to40",2,1,4,2,0,4,"1",0.585353879446754,2
"801","A14","21","A34","A61","A42",23,"A122",0,"20to40",2,4,4,2,0,2,"0",0.130126223562059,8
"802","A14","36","A34","A61","A41",35,"A122",0,"20to40",2,4,4,1,0,2,"0",0.11396751863458,8
"803","A12","48","A32","A62","A40",24,"A122",1,"morethan40",3,2,2,0,1,2,"1",0.5549185300897,2
"804","A11","6","A34","A65","A43",67,"A121",0,"lessthan20",1,1,4,3,4,1,"0",0.085849740174284,9
"805","A14","24","A34","A61","A43",35,"A121",0,"20to40",2,4,4,3,0,1,"0",0.0885876571759923,9
"806","A14","24","A34","A65","A41",43,"A123",0,"20to40",2,4,4,1,4,3,"0",0.0585973175304738,10
"807","A11","47","A32","A61","A40",35,"A121",0,"morethan40",3,1,2,0,0,1,"0",0.647496186261888,1
"808","A11","48","A32","A61","A43",31,"A123",1,"morethan40",3,1,2,3,0,3,"1",0.759332298466383,1
"809","A13","10","A34","A61","A40",63,"A124",0,"lessthan20",1,3,4,0,0,4,"0",0.144830867028296,7
"810","A13","9","A32","A61","A43",28,"A121",1,"lessthan20",1,3,2,3,0,1,"1",0.200221956412803,6
"811","A14","24","A34","A64","A41",27,"A121",0,"20to40",2,4,4,1,3,1,"0",0.0541378924078872,10
"812","A12","12","A34","A61","A42",28,"A123",0,"lessthan20",1,2,4,2,0,3,"0",0.26705305963279,5
"813","A12","6","A32","A61","A43",28,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.427754000903344,3
"814","A11","48","A31","A61","A49",37,"A123",1,"morethan40",3,1,1,9,0,3,"1",0.797397641577569,1
"815","A12","48","A34","A61","A42",30,"A123",1,"morethan40",3,2,4,2,0,3,"1",0.467171693286495,3
"816","A12","60","A33","A65","A43",27,"A121",0,"morethan40",3,2,3,3,4,1,"0",0.243600067728848,6
"817","A14","18","A32","A61","A49",34,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.170058704454626,7
"818","A14","12","A34","A63","A42",37,"A123",0,"lessthan20",1,4,4,2,2,3,"0",0.0617922528311424,10
"819","A11","18","A32","A61","A42",20,"A121",1,"lessthan20",1,1,2,2,0,1,"1",0.471014032605456,3
"820","A14","6","A32","A63","A41",50,"A122",0,"lessthan20",1,4,2,1,2,2,"0",0.0820478317094789,9
"821","A13","18","A32","A61","A40",23,"A123",0,"lessthan20",1,3,2,0,0,3,"0",0.316962906628643,4
"822","A11","12","A32","A61","A42",53,"A124",1,"lessthan20",1,1,2,2,0,4,"1",0.554213177393623,2
"823","A13","30","A34","A65","A43",49,"A122",0,"20to40",2,3,4,3,4,2,"0",0.0716113983115925,9
"824","A14","24","A32","A65","A43",25,"A123",0,"20to40",2,4,2,3,4,3,"0",0.138673083558862,8
"825","A12","12","A32","A61","A40",30,"A122",0,"lessthan20",1,2,2,0,0,2,"0",0.366833215628878,4
"826","A11","24","A32","A61","A41",63,"A124",0,"20to40",2,1,2,1,0,4,"0",0.633238620714447,1
"827","A11","12","A32","A61","A48",21,"A122",1,"lessthan20",1,1,2,8,0,2,"1",0.516746293589595,2
"828","A14","12","A32","A64","A43",61,"A121",0,"lessthan20",1,4,2,3,3,1,"0",0.0446865140174709,10
"829","A14","21","A34","A61","A42",23,"A122",0,"20to40",2,4,4,2,0,2,"0",0.130126223562059,8
"830","A14","12","A32","A64","A43",61,"A121",0,"lessthan20",1,4,2,3,3,1,"0",0.0446865140174709,10
"831","A11","15","A34","A61","A42",25,"A122",0,"lessthan20",1,1,4,2,0,2,"0",0.34228084029674,4
"832","A12","21","A33","A61","A40",47,"A122",0,"20to40",2,2,3,0,0,2,"0",0.334798622513539,4
"833","A12","9","A32","A63","A43",66,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.146849844671739,7
"834","A14","6","A32","A61","A43",29,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.121988218671545,8
"835","A14","36","A33","A61","A43",26,"A123",1,"20to40",2,4,3,3,0,3,"1",0.20967709347444,6
"836","A11","24","A32","A61","A40",23,"A123",1,"20to40",2,1,2,0,0,3,"1",0.697516376183788,1
"837","A11","6","A34","A63","A43",52,"A123",0,"lessthan20",1,1,4,3,2,3,"0",0.230349653088437,6
"838","A12","24","A34","A61","A49",31,"A121",1,"20to40",2,2,4,9,0,1,"1",0.233409713749901,6
"839","A14","36","A33","A65","A49",27,"A123",1,"20to40",2,4,3,9,4,3,"1",0.0927499780122342,9
"840","A14","24","A32","A61","A48",27,"A123",0,"20to40",2,4,2,8,0,3,"0",0.263459777740532,5
"841","A14","36","A34","A65","A43",51,"A123",0,"20to40",2,4,4,3,4,3,"0",0.0518960502388042,10
"842","A14","7","A34","A65","A43",46,"A122",0,"lessthan20",1,4,4,3,4,2,"0",0.0279300866300832,10
"843","A14","24","A34","A61","A43",47,"A124",0,"20to40",2,4,4,3,0,4,"0",0.152557314859485,7
"844","A13","36","A32","A61","A43",26,"A123",1,"20to40",2,3,2,3,0,3,"1",0.404446900184601,4
"845","A12","36","A32","A65","A40",37,"A124",1,"20to40",2,2,2,0,4,4,"1",0.366690346914328,4
"846","A12","20","A33","A61","A410",29,"A123",0,"20to40",2,2,3,10,0,3,"0",0.428087261850922,3
"847","A11","36","A32","A61","A42",41,"A122",1,"20to40",2,1,2,2,0,2,"1",0.577656667191802,2
"848","A11","21","A33","A61","A46",26,"A122",1,"20to40",2,1,3,6,0,2,"1",0.527131395986079,2
"849","A13","36","A32","A61","A43",23,"A121",0,"20to40",2,3,2,3,0,1,"0",0.296270544565022,5
"850","A12","24","A34","A61","A43",48,"A122",0,"20to40",2,2,4,3,0,2,"0",0.25050833016847,5
"851","A12","9","A34","A64","A46",32,"A124",1,"lessthan20",1,2,4,6,3,4,"1",0.181815255825138,7
"852","A11","24","A32","A65","A41",26,"A121",0,"20to40",2,1,2,1,4,1,"0",0.351763776232765,4
"853","A14","6","A32","A61","A42",21,"A122",0,"lessthan20",1,4,2,2,0,2,"0",0.168486416200037,7
"854","A14","12","A32","A61","A43",31,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.185105831612093,7
"855","A14","9","A32","A62","A40",26,"A121",0,"lessthan20",1,4,2,0,1,1,"0",0.107036076491413,8
"856","A13","12","A33","A61","A40",36,"A123",0,"lessthan20",1,3,3,0,0,3,"0",0.212956147076474,6
"857","A12","48","A34","A61","A42",30,"A123",1,"morethan40",3,2,4,2,0,3,"1",0.467171693286495,3
"858","A14","30","A34","A65","A41",63,"A123",0,"20to40",2,4,4,1,4,3,"0",0.0454006473591431,10
"859","A11","36","A32","A65","A41",47,"A124",1,"20to40",2,1,2,1,4,4,"1",0.471016836534598,3
"860","A13","9","A30","A61","A43",34,"A123",1,"lessthan20",1,3,0,3,0,3,"1",0.445699730405187,3
"861","A14","12","A34","A61","A43",56,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.044529317445166,10
"862","A11","24","A33","A61","A40",43,"A121",1,"20to40",2,1,3,0,0,1,"1",0.421498007422299,3
"863","A12","18","A34","A61","A42",37,"A122",0,"lessthan20",1,2,4,2,0,2,"0",0.199412529069012,6
"864","A11","20","A32","A65","A42",39,"A123",0,"20to40",2,1,2,2,4,3,"0",0.430910045376199,3
"865","A14","30","A32","A65","A43",58,"A123",0,"20to40",2,4,2,3,4,3,"0",0.0936091626045724,9
"866","A14","24","A33","A61","A49",32,"A124",0,"20to40",2,4,3,9,0,4,"0",0.229513642414742,6
"867","A12","12","A32","A65","A41",30,"A123",0,"lessthan20",1,2,2,1,4,3,"0",0.236044673892543,6
"868","A13","15","A32","A61","A43",25,"A121",1,"lessthan20",1,3,2,3,0,1,"1",0.206763593298788,6
"869","A14","12","A32","A65","A40",50,"A123",0,"lessthan20",1,4,2,0,4,3,"0",0.0701840346439837,9
"870","A14","12","A34","A61","A42",43,"A121",0,"lessthan20",1,4,4,2,0,1,"0",0.0531159644183744,10
"871","A14","6","A34","A65","A43",36,"A124",0,"lessthan20",1,4,4,3,4,4,"0",0.0523185092852793,10
"872","A13","24","A34","A65","A40",37,"A121",1,"20to40",2,3,4,0,4,1,"1",0.0673175567719767,10
"873","A11","24","A31","A61","A42",55,"A122",1,"20to40",2,1,1,2,0,2,"1",0.619949045309801,1
"874","A12","48","A32","A62","A40",24,"A122",1,"morethan40",3,2,2,0,1,2,"1",0.5549185300897,2
"875","A14","10","A32","A62","A41",32,"A121",0,"lessthan20",1,4,2,1,1,1,"0",0.0986284069304838,9
"876","A14","9","A32","A61","A42",19,"A123",1,"lessthan20",1,4,2,2,0,3,"1",0.212448777334192,6
"877","A11","15","A34","A61","A42",44,"A123",0,"lessthan20",1,1,4,2,0,3,"0",0.343097954249604,4
"878","A14","30","A34","A61","A43",26,"A123",0,"20to40",2,4,4,3,0,3,"0",0.155591545656755,7
"879","A13","30","A33","A61","A49",66,"A121",1,"20to40",2,3,3,9,0,1,"1",0.133437914747915,8
"880","A14","24","A33","A61","A41",35,"A123",0,"20to40",2,4,3,1,0,3,"0",0.193558071794165,6
"881","A12","12","A32","A61","A43",40,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.274684407999306,5
"882","A13","18","A32","A61","A43",37,"A121",1,"lessthan20",1,3,2,3,0,1,"1",0.181533063285506,7
"883","A14","48","A34","A61","A46",31,"A124",0,"morethan40",3,4,4,6,0,4,"0",0.253835551579277,5
"884","A11","12","A32","A62","A43",33,"A124",1,"lessthan20",1,1,2,3,1,4,"1",0.563891917475566,2
"885","A11","11","A34","A61","A40",40,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.250995585288351,5
"886","A11","48","A34","A61","A41",46,"A124",1,"morethan40",3,1,4,1,0,4,"1",0.622063111130224,1
"887","A14","15","A34","A61","A43",43,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0852830618392114,9
"888","A11","36","A31","A61","A42",31,"A123",1,"20to40",2,1,1,2,0,3,"1",0.744879901660466,1
"889","A11","24","A31","A61","A49",31,"A122",1,"20to40",2,1,1,9,0,2,"1",0.676790406930031,1
"890","A11","36","A32","A61","A42",41,"A122",1,"20to40",2,1,2,2,0,2,"1",0.577656667191802,2
"891","A14","12","A32","A65","A43",37,"A124",0,"lessthan20",1,4,2,3,4,4,"0",0.101463871386409,9
"892","A14","24","A33","A65","A40",54,"A123",0,"20to40",2,4,3,0,4,3,"0",0.0724469318749156,9
"893","A14","15","A34","A65","A40",59,"A123",0,"lessthan20",1,4,4,0,4,3,"0",0.0312492615588536,10
"894","A11","18","A32","A61","A43",25,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.451701598434235,3
"895","A14","12","A34","A65","A43",38,"A121",0,"lessthan20",1,4,4,3,4,1,"0",0.0240953361896996,10
"896","A12","30","A32","A61","A42",22,"A122",0,"20to40",2,2,2,2,0,2,"0",0.498354155100745,3
"897","A12","36","A33","A61","A40",54,"A122",0,"20to40",2,2,3,0,0,2,"0",0.314160474874796,5
"898","A14","36","A33","A63","A42",40,"A123",0,"20to40",2,4,3,2,2,3,"0",0.125262662904039,8
"899","A12","12","A32","A64","A40",22,"A121",0,"lessthan20",1,2,2,0,3,1,"0",0.204964676491627,6
"900","A12","48","A33","A62","A410",31,"A124",0,"morethan40",3,2,3,10,1,4,"0",0.543846730682866,2
"901","A11","16","A34","A61","A40",43,"A122",1,"lessthan20",1,1,4,0,0,2,"1",0.294336390739651,5
"902","A12","48","A31","A65","A40",36,"A124",0,"morethan40",3,2,1,0,4,4,"0",0.57054069496646,2
"903","A14","15","A34","A61","A43",31,"A122",0,"lessthan20",1,4,4,3,0,2,"0",0.0779562079157359,9
"904","A11","12","A32","A61","A42",24,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.522326641464901,2
"905","A11","18","A32","A61","A43",24,"A121",1,"lessthan20",1,1,2,3,0,1,"1",0.455035871083448,3
"906","A12","12","A32","A64","A42",19,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.208153383344594,6
"907","A12","6","A33","A62","A49",31,"A123",0,"lessthan20",1,2,3,9,1,3,"0",0.273289420691302,5
"908","A14","6","A32","A61","A43",29,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.121988218671545,8
"909","A13","6","A34","A61","A46",50,"A122",0,"lessthan20",1,3,4,6,0,2,"0",0.101373106836237,9
"910","A12","10","A32","A61","A42",31,"A123",0,"lessthan20",1,2,2,2,0,3,"0",0.420449078713159,3
"911","A12","12","A34","A61","A42",28,"A123",0,"lessthan20",1,2,4,2,0,3,"0",0.26705305963279,5
"912","A14","12","A32","A65","A40",52,"A124",0,"lessthan20",1,4,2,0,4,4,"0",0.0869452306533861,9
"913","A12","6","A32","A61","A43",28,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.307989796586355,5
"914","A14","12","A34","A61","A42",42,"A122",0,"lessthan20",1,4,4,2,0,2,"0",0.0686260754922966,9
"915","A11","36","A34","A61","A42",28,"A122",0,"20to40",2,1,4,2,0,2,"0",0.440041651333132,3
"916","A14","12","A32","A61","A49",36,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.16629454255791,7
"917","A13","6","A32","A64","A40",27,"A121",0,"lessthan20",1,3,2,0,3,1,"0",0.119392735886241,8
"918","A11","24","A32","A61","A43",32,"A122",1,"20to40",2,1,2,3,0,2,"1",0.604391138143452,2
"919","A11","24","A32","A65","A40",29,"A123",1,"20to40",2,1,2,0,4,3,"1",0.46936556374547,3
"920","A12","18","A34","A61","A43",48,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.140919280545722,8
"921","A12","45","A34","A62","A41",27,"A123",0,"morethan40",3,2,4,1,1,3,"0",0.425544481080901,3
"922","A14","24","A32","A63","A42",32,"A124",0,"20to40",2,4,2,2,2,4,"0",0.229331161384346,6
"923","A12","12","A32","A63","A43",66,"A121",1,"lessthan20",1,2,2,3,2,1,"1",0.146849844671739,7
"924","A14","10","A32","A61","A40",64,"A123",0,"lessthan20",1,4,2,0,0,3,"0",0.130702819795296,8
"925","A12","36","A34","A61","A40",27,"A123",1,"20to40",2,2,4,0,0,3,"1",0.372209472404094,4
"926","A12","27","A30","A61","A49",42,"A124",1,"20to40",2,2,0,9,0,4,"1",0.710689194516125,1
"927","A11","12","A32","A61","A42",53,"A124",1,"lessthan20",1,1,2,2,0,4,"1",0.554213177393623,2
"928","A14","12","A34","A61","A46",49,"A121",0,"lessthan20",1,4,4,6,0,1,"0",0.0472798837868118,10
"929","A12","60","A32","A62","A40",24,"A122",1,"morethan40",3,2,2,0,1,2,"1",0.5549185300897,2
"930","A14","18","A34","A64","A43",46,"A123",0,"lessthan20",1,4,4,3,3,3,"0",0.0443152069317475,10
"931","A11","12","A32","A61","A43",57,"A121",1,"lessthan20",1,1,2,3,0,1,"1",0.348797036076146,4
"932","A12","48","A32","A61","A49",23,"A123",1,"morethan40",3,2,2,9,0,3,"1",0.649891825104751,1
"933","A14","24","A34","A62","A43",52,"A122",0,"20to40",2,4,4,3,1,2,"0",0.074479432635037,9
"934","A14","6","A34","A61","A43",28,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.102401057279329,9
"935","A12","12","A32","A61","A40",25,"A123",1,"lessthan20",1,2,2,0,0,3,"1",0.445393898196233,3
"936","A14","6","A32","A61","A42",32,"A122",1,"lessthan20",1,4,2,2,0,2,"1",0.1487563935262,7
"937","A12","24","A32","A63","A41",28,"A123",1,"20to40",2,2,2,1,2,3,"1",0.436265763497898,3
"938","A11","42","A32","A61","A43",34,"A123",1,"morethan40",3,1,2,3,0,3,"1",0.751879181028559,1
"939","A12","15","A34","A63","A49",27,"A123",0,"lessthan20",1,2,4,9,2,3,"0",0.181224146851303,7
"940","A14","36","A33","A63","A42",40,"A123",0,"20to40",2,4,3,2,2,3,"0",0.125262662904039,8
"941","A12","48","A32","A65","A43",41,"A123",0,"morethan40",3,2,2,3,4,3,"0",0.392132233269,4
"942","A12","45","A34","A61","A43",25,"A122",1,"morethan40",3,2,4,3,0,2,"1",0.417281956114791,4
"943","A11","12","A32","A61","A40",37,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.419728324946355,3
"944","A12","6","A33","A61","A40",47,"A122",1,"lessthan20",1,2,3,0,0,2,"1",0.242489951344874,6
"945","A14","15","A32","A65","A44",24,"A121",0,"lessthan20",1,4,2,4,4,1,"0",0.0576284617068836,10
"946","A14","12","A33","A64","A45",55,"A124",1,"lessthan20",1,4,3,5,3,4,"1",0.069829716821761,9
"947","A11","15","A34","A61","A42",25,"A122",0,"lessthan20",1,1,4,2,0,2,"0",0.34228084029674,4
"948","A14","12","A32","A61","A40",49,"A121",0,"lessthan20",1,4,2,0,0,1,"0",0.0987261124119441,9
"949","A14","42","A32","A65","A43",29,"A122",0,"morethan40",3,4,2,3,4,2,"0",0.156182337608472,7
"950","A12","12","A32","A65","A43",25,"A121",1,"lessthan20",1,2,2,3,4,1,"1",0.161564009436147,7
"951","A14","15","A32","A61","A41",33,"A123",0,"lessthan20",1,4,2,1,0,3,"0",0.184202153466653,7
"952","A14","30","A32","A63","A43",30,"A123",0,"20to40",2,4,2,3,2,3,"0",0.189249660632454,7
"953","A13","6","A34","A61","A40",46,"A121",0,"lessthan20",1,3,4,0,0,1,"0",0.0890912301079453,9
"954","A12","9","A34","A61","A42",35,"A123",0,"lessthan20",1,2,4,2,0,3,"0",0.249027611532669,6
"955","A11","6","A34","A61","A40",37,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.311376827498417,5
"956","A12","18","A34","A61","A42",40,"A122",0,"lessthan20",1,2,4,2,0,2,"0",0.193046866125571,6
"957","A11","12","A32","A61","A42",29,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.505523567197331,3
"958","A14","12","A32","A61","A43",38,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.17131875614664,7
"959","A12","15","A31","A62","A40",25,"A122",1,"lessthan20",1,2,1,0,1,2,"1",0.417415301098769,3
"960","A11","24","A32","A61","A42",28,"A122",0,"20to40",2,1,2,2,0,2,"0",0.619650553618687,1
"961","A12","48","A32","A61","A49",23,"A123",1,"morethan40",3,2,2,9,0,3,"1",0.649891825104751,1
"962","A11","12","A32","A61","A42",21,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.53238671404681,2
"963","A11","12","A32","A63","A43",35,"A121",0,"lessthan20",1,1,2,3,2,1,"0",0.317112792795399,4
"964","A14","60","A32","A62","A43",21,"A121",0,"morethan40",3,4,2,3,1,1,"0",0.234973691819952,6
"965","A11","24","A32","A65","A41",49,"A124",0,"20to40",2,1,2,1,4,4,"0",0.464317986128286,3
"966","A13","24","A34","A65","A40",37,"A121",1,"20to40",2,3,4,0,4,1,"1",0.0673175567719767,10
"967","A14","7","A34","A65","A43",46,"A122",0,"lessthan20",1,4,4,3,4,2,"0",0.0279300866300832,10
"968","A14","6","A32","A61","A40",54,"A121",0,"lessthan20",1,4,2,0,0,1,"0",0.0928998742343409,9
"969","A14","12","A34","A65","A46",37,"A122",0,"lessthan20",1,4,4,6,4,2,"0",0.0304721843389358,10
"970","A12","24","A32","A61","A410",29,"A123",1,"20to40",2,2,2,10,0,3,"1",0.518708706066061,2
"971","A11","24","A31","A65","A410",40,"A123",1,"20to40",2,1,1,10,4,3,"1",0.497327897331203,3
"972","A14","21","A32","A65","A43",41,"A122",0,"20to40",2,4,2,3,4,2,"0",0.091050255368445,9
"973","A14","15","A31","A62","A43",34,"A123",0,"lessthan20",1,4,1,3,1,3,"0",0.201438124031257,6
"974","A14","15","A32","A65","A42",33,"A121",0,"lessthan20",1,4,2,2,4,1,"0",0.0524229171521853,10
"975","A13","6","A34","A61","A40",46,"A121",0,"lessthan20",1,3,4,0,0,1,"0",0.0890912301079453,9
"976","A13","42","A34","A61","A41",56,"A124",0,"morethan40",3,3,4,1,0,4,"0",0.312818639693336,5
"977","A14","54","A30","A65","A41",39,"A122",0,"morethan40",3,4,0,1,4,2,"0",0.255119915219051,5
"978","A11","12","A32","A61","A42",21,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.53238671404681,2
"979","A13","24","A34","A65","A40",37,"A121",1,"20to40",2,3,4,0,4,1,"1",0.0673175567719767,10
"980","A12","12","A32","A61","A40",46,"A121",1,"lessthan20",1,2,2,0,0,1,"1",0.264959251086248,5
"981","A14","24","A32","A65","A41",26,"A122",0,"20to40",2,4,2,1,4,2,"0",0.111237782412704,8
"982","A11","30","A30","A65","A49",25,"A123",0,"20to40",2,1,0,9,4,3,"0",0.637864205371788,1
"983","A14","12","A32","A64","A43",61,"A121",0,"lessthan20",1,4,2,3,3,1,"0",0.0446865140174709,10
"984","A14","24","A34","A64","A41",27,"A121",0,"20to40",2,4,4,1,3,1,"0",0.0541378924078872,10
"985","A14","11","A34","A61","A40",35,"A123",0,"lessthan20",1,4,4,0,0,3,"0",0.0967694623244802,9
"986","A12","45","A34","A61","A43",25,"A122",1,"morethan40",3,2,4,3,0,2,"1",0.417281956114791,4
"987","A11","18","A32","A61","A40",23,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.594592343764376,2
"988","A11","24","A32","A61","A40",31,"A122",1,"20to40",2,1,2,0,0,2,"1",0.615054438965043,1
"989","A14","36","A32","A65","A49",37,"A122",0,"20to40",2,4,2,9,4,2,"0",0.0903162357177044,9
"990","A12","24","A34","A61","A43",48,"A122",0,"20to40",2,2,4,3,0,2,"0",0.25050833016847,5
"991","A14","30","A31","A65","A41",53,"A121",1,"20to40",2,4,1,1,4,1,"1",0.0881729890420907,9
"992","A11","12","A34","A61","A41",66,"A124",0,"lessthan20",1,1,4,1,0,4,"0",0.337199153557406,4
"993","A14","24","A34","A64","A40",37,"A121",0,"20to40",2,4,4,0,3,1,"0",0.0481241241911118,10
"994","A14","24","A32","A61","A43",38,"A123",0,"20to40",2,4,2,3,0,3,"0",0.245308261090873,6
"995","A11","6","A32","A61","A46",23,"A122",1,"lessthan20",1,1,2,6,0,2,"1",0.515247268994441,2
